Image Path,Resolution,Detected Objects,Inference Time
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005895.jpg,448x640,"1 person, 1 cell phone",440.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005896.jpg,448x640,1 fire hydrant,451.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005898.jpg,640x480,1 toilet,533.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005905.jpg,640x480,"1 banana, 2 cell phones",350.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005921.jpg,480x640,"1 person, 2 motorcycles, 2 buss",436.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005930.jpg,640x512,"1 person, 1 train",458.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005938.jpg,416x640,2 stop signs,431.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005969.jpg,640x480,1 teddy bear,409.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005976.jpg,480x640,"1 person, 1 sandwich, 1 chair",502.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005978.jpg,480x640,"1 person, 1 skis",472.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005980.jpg,480x640,2 toilets,427.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005990.jpg,640x640,2 pizzas,473.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006044.jpg,480x640,"1 person, 1 truck",409.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006045.jpg,480x640,"1 person, 2 cars, 1 bus, 1 chair",465.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006054.jpg,640x640,"2 bowls, 3 bananas, 2 oranges",402.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006063.jpg,448x640,1 traffic light,416.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006069.jpg,480x640,"2 birds, 1 tv",486.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006108.jpg,448x640,"1 bottle, 1 wine glass, 1 cup, 1 fork, 1 pizza, 2 chairs, 1 dining table",411.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006128.jpg,480x640,"3 traffic lights, 1 kite",470.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006150.jpg,448x640,"1 person, 1 dog",428.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006157.jpg,640x480,"1 cat, 1 toilet, 1 teddy bear",445.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006161.jpg,480x640,3 giraffes,505.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006163.jpg,640x448,"1 person, 1 frisbee, 1 kite",449.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006173.jpg,448x640,"5 persons, 2 skiss",509.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006175.jpg,480x640,"1 person, 3 bottles, 1 fork, 2 knifes, 3 bowls, 1 apple, 3 oranges, 1 cake",417.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006195.jpg,448x640,"1 person, 1 snowboard",418.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006222.jpg,480x640,2 dogs,441.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006238.jpg,480x640,"2 persons, 2 kites",444.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006242.jpg,640x448,"1 toilet, 1 sink",394.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006249.jpg,480x640,1 zebra,459.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006276.jpg,448x640,"10 persons, 2 bicycles, 1 motorcycle, 3 ties",498.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006280.jpg,480x640,4 persons,530.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006283.jpg,448x640,"2 persons, 1 surfboard",436.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006284.jpg,448x640,"5 persons, 1 cup, 5 bowls, 1 banana, 1 apple, 1 dining table",457.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006286.jpg,640x384,"3 persons, 1 kite",452.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006299.jpg,480x640,"2 persons, 1 handbag, 1 suitcase, 1 refrigerator",489.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006309.jpg,480x640,"3 persons, 1 truck, 1 bird, 2 horses",462.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006312.jpg,480x640,"1 person, 1 sports ball, 1 tennis racket",447.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006321.jpg,480x640,"1 cat, 1 bottle, 1 mouse, 1 keyboard",546.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006377.jpg,640x480,"2 cars, 1 stop sign",406.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006389.jpg,512x640,1 clock,441.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006402.jpg,640x480,"2 persons, 1 donut, 1 chair",431.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006416.jpg,544x640,"3 persons, 2 buss, 2 traffic lights, 1 bench",480.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006425.jpg,480x640,2 cows,442.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006435.jpg,480x640,3 cows,482.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006467.jpg,640x640,5 cows,442.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006474.jpg,480x640,1 bird,462.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006476.jpg,448x640,"1 person, 1 skis",429.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006479.jpg,640x448,1 sink,375.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006492.jpg,480x640,"1 bottle, 1 chair, 1 tv, 1 book",401.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006499.jpg,448x640,1 train,515.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006502.jpg,640x640,"5 persons, 12 suitcases, 1 chair, 1 tv, 1 clock",487.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006504.jpg,480x640,"2 persons, 1 car",510.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006509.jpg,448x640,"2 persons, 8 donuts",430.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006525.jpg,448x640,"2 chairs, 2 couchs, 2 potted plants",450.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006530.jpg,448x640,"1 person, 1 spoon, 1 bowl, 1 dining table, 1 teddy bear",458.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006557.jpg,640x480,"2 persons, 3 carrots, 2 dining tables",476.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006568.jpg,640x448,"1 cat, 1 potted plant, 1 oven",423.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006570.jpg,448x640,"1 person, 1 car, 3 boats",409.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006571.jpg,640x480,"1 person, 1 cell phone",433.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006592.jpg,480x640,"1 person, 1 horse, 2 zebras",452.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006600.jpg,480x640,1 stop sign,409.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006609.jpg,640x640,"1 umbrella, 4 chairs",403.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006610.jpg,640x480,"1 bowl, 8 broccolis",437.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006619.jpg,640x480,"1 person, 1 cat, 1 toilet, 1 refrigerator",425.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006629.jpg,448x640,"2 bottles, 3 cups, 1 knife, 2 bowls, 1 oven, 1 toaster, 1 sink, 1 refrigerator",446.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006638.jpg,640x640,"1 person, 2 cars",452.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006689.jpg,512x640,"7 cars, 1 truck",557.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006736.jpg,448x640,2 zebras,422.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006769.jpg,448x640,"1 person, 1 truck, 1 umbrella",453.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006772.jpg,640x480,"1 bottle, 2 cakes",489.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006775.jpg,480x640,"5 persons, 1 frisbee",467.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006804.jpg,480x640,"2 cups, 3 tvs, 2 laptops, 6 mouses, 3 keyboards, 1 cell phone",467.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006834.jpg,480x640,"1 person, 1 chair, 1 bed, 1 cell phone",453.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006841.jpg,640x608,2 fire hydrants,440.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006843.jpg,640x480,"4 persons, 1 umbrella",463.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006844.jpg,480x640,"1 person, 4 cars, 1 pizza",438.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006863.jpg,416x640,"2 persons, 1 handbag, 2 chairs, 1 potted plant, 1 vase",434.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006865.jpg,480x640,"2 carrots, 1 dining table",504.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006891.jpg,320x640,"1 person, 2 horses",467.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006908.jpg,640x448,"1 person, 1 chair, 1 potted plant, 1 vase",473.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006913.jpg,480x640,2 giraffes,452.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006923.jpg,448x640,2 clocks,433.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006939.jpg,512x640,"1 person, 2 trucks",624.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006947.jpg,384x640,"5 persons, 1 frisbee, 1 baseball bat, 1 baseball glove",530.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006969.jpg,640x448,"1 person, 2 traffic lights",411.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006984.jpg,640x448,"4 persons, 1 surfboard",455.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006989.jpg,448x640,5 zebras,434.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007038.jpg,640x448,(no detections),551.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007039.jpg,448x640,"1 person, 1 pizza",412.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007101.jpg,480x640,5 zebras,506.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007111.jpg,448x640,"3 bananas, 2 oranges",466.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007113.jpg,480x640,3 giraffes,433.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007127.jpg,480x640,"1 spoon, 1 pizza",520.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007131.jpg,640x448,"1 person, 1 skateboard",463.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007136.jpg,640x480,"1 person, 1 potted plant, 2 cell phones",464.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007171.jpg,416x640,"1 person, 1 sports ball, 1 tennis racket",533.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007173.jpg,480x640,"2 persons, 1 dog",405.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007186.jpg,480x640,"1 tv, 2 mouses, 1 keyboard",534.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007188.jpg,480x640,1 cat,425.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007190.jpg,480x640,3 cars,426.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007209.jpg,448x640,"3 persons, 1 train, 2 backpacks",401.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007226.jpg,448x640,"3 persons, 2 motorcycles, 1 truck",476.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007236.jpg,448x640,"1 person, 2 cups, 1 spoon, 3 bowls, 3 sandwichs, 4 carrots, 1 dining table",630.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007242.jpg,480x640,1 airplane,439.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007266.jpg,512x640,(no detections),411.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007273.jpg,544x640,2 persons,450.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007292.jpg,480x640,"5 airplanes, 2 trucks",458.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007295.jpg,640x640,"1 banana, 4 apples, 9 oranges, 6 carrots",440.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007312.jpg,480x640,"1 person, 1 skis",483.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007321.jpg,640x448,"2 bottles, 1 toilet, 1 sink",458.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007322.jpg,640x448,"1 person, 1 skateboard",534.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007323.jpg,640x512,1 pizza,504.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007324.jpg,640x480,"4 bottles, 1 cup, 1 bowl, 1 sink, 1 toothbrush",432.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007330.jpg,448x640,3 horses,417.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007334.jpg,544x640,"1 person, 1 surfboard",371.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007339.jpg,480x640,"1 car, 1 bus, 1 stop sign",361.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007346.jpg,480x640,"6 persons, 2 ties, 4 wine glasss, 1 potted plant, 1 dining table",580.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007362.jpg,512x640,"1 motorcycle, 1 cat",467.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007368.jpg,480x640,"1 person, 1 dog",446.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007372.jpg,448x640,2 birds,519.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007388.jpg,480x640,"1 cat, 2 cups",424.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007390.jpg,480x640,"2 persons, 1 bottle, 2 wine glasss, 1 knife, 1 oven",504.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007399.jpg,480x640,"18 persons, 1 boat, 1 cow, 1 umbrella, 1 bottle",439.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007404.jpg,448x640,"1 person, 1 tv, 1 remote, 1 vase",454.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007410.jpg,480x640,"1 person, 1 horse",403.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007426.jpg,480x640,4 cows,425.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007435.jpg,480x640,"2 persons, 1 sports ball, 1 tennis racket",490.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007436.jpg,448x640,"1 person, 2 frisbees",402.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007441.jpg,480x640,"4 persons, 3 ties, 3 tennis rackets",452.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007454.jpg,448x640,"1 person, 1 skateboard",503.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007457.jpg,480x640,2 broccolis,414.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007462.jpg,448x640,2 birds,440.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007470.jpg,480x640,"1 person, 2 potted plants, 2 beds, 1 tv, 1 refrigerator",465.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007493.jpg,480x640,"1 toilet, 1 sink",467.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007514.jpg,448x640,2 traffic lights,417.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007537.jpg,640x480,"1 person, 1 tennis racket",474.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007543.jpg,480x640,(no detections),468.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007554.jpg,448x640,2 traffic lights,411.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007561.jpg,480x640,"2 cars, 1 traffic light",549.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007578.jpg,448x640,2 clocks,412.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007586.jpg,448x640,"5 persons, 3 bicycles, 2 cars, 3 motorcycles, 2 traffic lights",422.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007591.jpg,544x640,"1 person, 1 tennis racket",444.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007609.jpg,640x448,6 donuts,447.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007636.jpg,480x640,"2 persons, 2 backpacks, 1 baseball glove",456.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007640.jpg,480x640,"2 persons, 1 car, 4 motorcycles, 1 backpack",435.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007641.jpg,512x640,"2 persons, 1 car, 1 truck, 2 kites",430.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007647.jpg,480x640,"3 airplanes, 1 truck",445.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007657.jpg,416x640,"1 person, 1 surfboard",466.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007680.jpg,480x640,"2 persons, 7 wine glasss, 1 chair, 1 cell phone",501.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007693.jpg,640x480,"2 persons, 1 frisbee",473.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007715.jpg,640x448,"1 person, 2 books",452.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007734.jpg,608x640,"1 person, 1 bottle",442.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007750.jpg,448x640,"1 bus, 1 truck, 2 dogs",435.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007751.jpg,448x640,3 zebras,455.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007754.jpg,480x640,"1 person, 1 cat, 1 bowl, 1 tv",427.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007764.jpg,448x640,2 buss,506.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007775.jpg,448x640,"20 persons, 1 skis",460.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007821.jpg,480x640,1 bird,489.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007841.jpg,640x640,"6 persons, 1 bus, 4 dogs",387.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007843.jpg,480x640,"2 cows, 6 zebras",425.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007848.jpg,448x640,"4 persons, 1 cake, 2 chairs",483.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007866.jpg,640x480,1 motorcycle,457.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007881.jpg,384x640,"6 persons, 1 car, 5 motorcycles, 2 trucks",456.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007895.jpg,448x640,"5 cars, 1 truck",402.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007904.jpg,512x640,"1 chair, 1 refrigerator",430.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007907.jpg,480x640,"3 persons, 1 sports ball, 1 tennis racket",451.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007928.jpg,480x640,"1 person, 1 handbag, 2 bottles",479.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007951.jpg,448x640,"1 boat, 1 sheep, 2 cows",377.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007959.jpg,480x640,"1 person, 1 bottle, 2 cups, 2 forks, 1 dining table",445.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007995.jpg,480x640,"1 person, 1 tie, 1 chair",518.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007998.jpg,448x640,"5 tvs, 1 keyboard, 1 oven, 1 sink, 1 refrigerator, 2 clocks",446.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008013.jpg,416x640,1 airplane,365.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008034.jpg,640x480,"1 potted plant, 1 toilet, 1 sink, 1 vase",467.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008046.jpg,640x448,"1 person, 1 knife, 1 cake, 1 dining table",404.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008048.jpg,480x640,2 dogs,504.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008082.jpg,384x640,"1 train, 1 traffic light",400.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008097.jpg,480x640,1 cow,467.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008104.jpg,640x448,"1 toilet, 1 sink",437.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008116.jpg,640x608,"2 persons, 1 airplane, 2 backpacks",425.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008125.jpg,480x640,"1 potted plant, 1 teddy bear",502.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008147.jpg,448x640,"1 person, 1 remote",430.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008221.jpg,480x640,"2 persons, 1 car, 4 traffic lights, 2 handbags",452.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008233.jpg,480x640,"14 persons, 1 backpack, 2 handbags, 2 kites",469.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008242.jpg,640x576,"1 tv, 1 keyboard",519.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008246.jpg,640x448,"1 person, 1 toothbrush",468.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008247.jpg,480x640,3 trains,487.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008258.jpg,640x480,(no detections),474.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008269.jpg,640x448,"1 person, 1 snowboard",429.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008271.jpg,448x640,1 bird,425.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008301.jpg,480x640,"9 persons, 2 skateboards",450.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008322.jpg,448x640,"3 persons, 3 dogs, 1 bottle, 1 remote",549.3ms
